N°,Ubigeo,Empresa Operadora,Region,Provincia,Distrito,Centro Poblado,2G,3G,4G,5G
10421,1103050001,Entel Perú S.A.,ICA,NASCA,VISTA ALEGRE,VISTA ALEGRE,,,1.0,
10422,1104010001,Entel Perú S.A.,ICA,PALPA,PALPA,PALPA,,1.0,2.0,
10423,1104030029,Entel Perú S.A.,ICA,PALPA,RIO GRANDE,EL MOLINO,,1.0,2.0,
10424,1104040021,Entel Perú S.A.,ICA,PALPA,SANTA CRUZ,SAN FRANCISCO,1.0,1.0,1.0,
10425,1105010001,Entel Perú S.A.,ICA,PISCO,PISCO,PISCO,1.0,3.0,15.0,
10426,1105030034,Entel Perú S.A.,ICA,PISCO,HUMAY,BERNALES,,1.0,2.0,
10427,1105030038,Entel Perú S.A.,ICA,PISCO,HUMAY,PAMPA NEGRA,1.0,1.0,,
10428,1105040045,Entel Perú S.A.,ICA,PISCO,INDEPENDENCIA,SAN ANTONIO,1.0,1.0,1.0,
10429,1105050001,Entel Perú S.A.,ICA,PISCO,PARACAS,PARACAS,,,5.0,
10430,1105050003,Entel Perú S.A.,ICA,PISCO,PARACAS,SANTA ELENA,,,1.0,
10431,1105050004,Entel Perú S.A.,ICA,PISCO,PARACAS,ACEROS AREQUIPA,,1.0,2.0,
10432,1105059000,Entel Perú S.A.,ICA,PISCO,PARACAS,SANTO DOMINGO PARACAS,,1.0,2.0,
10433,1105060001,Entel Perú S.A.,ICA,PISCO,SAN ANDRES,SAN ANDRES,,,3.0,
10434,1105060023,Entel Perú S.A.,ICA,PISCO,SAN ANDRES,LANCHAS,,1.0,,
10435,1105060027,Entel Perú S.A.,ICA,PISCO,SAN ANDRES,POZO SANTO,1.0,1.0,2.0,
10436,1105070001,Entel Perú S.A.,ICA,PISCO,SAN CLEMENTE,SAN CLEMENTE,,,2.0,
10437,1105070002,Entel Perú S.A.,ICA,PISCO,SAN CLEMENTE,RANCHO CHICO,,1.0,2.0,
10438,1105080001,Entel Perú S.A.,ICA,PISCO,TUPAC AMARU INCA,TUPAC AMARU,1.0,1.0,2.0,
10439,1201010001,Entel Perú S.A.,JUNIN,HUANCAYO,HUANCAYO,HUANCAYO,,1.0,39.0,
10440,1201070001,Entel Perú S.A.,JUNIN,HUANCAYO,CHILCA,CHILCA,,3.0,14.0,
10441,1201070011,Entel Perú S.A.,JUNIN,HUANCAYO,CHILCA,PICH GANA HUACCTA,,,2.0,
10442,1201140001,Entel Perú S.A.,JUNIN,HUANCAYO,EL TAMBO,EL TAMBO,,,44.0,
10443,1201140012,Entel Perú S.A.,JUNIN,HUANCAYO,EL TAMBO,CULLPA BAJA,,1.0,1.0,
10444,1201170002,Entel Perú S.A.,JUNIN,HUANCAYO,HUALHUAS,BELOY (SAN ROQUE),,1.0,2.0,
10445,1201190001,Entel Perú S.A.,JUNIN,HUANCAYO,HUANCAN,HUANCAN,,,4.0,
10446,1201190003,Entel Perú S.A.,JUNIN,HUANCAYO,HUANCAN,SAN SEBASTIAN,,,2.0,
10447,1201210001,Entel Perú S.A.,JUNIN,HUANCAYO,HUAYUCACHI,HUAYUCACHI,,1.0,2.0,
10448,1201210002,Entel Perú S.A.,JUNIN,HUANCAYO,HUAYUCACHI,HUAMANMARCA,,,2.0,
10449,1201220001,Entel Perú S.A.,JUNIN,HUANCAYO,INGENIO,INGENIO,,1.0,1.0,
10450,1201250001,Entel Perú S.A.,JUNIN,HUANCAYO,PILCOMAYO,PILCOMAYO,,2.0,6.0,
10451,1201260003,Entel Perú S.A.,JUNIN,HUANCAYO,PUCARA,ASCA,,1.0,2.0,
10452,1201260017,Entel Perú S.A.,JUNIN,HUANCAYO,PUCARA,MARCAVALLE,,,1.0,
10453,1201290001,Entel Perú S.A.,JUNIN,HUANCAYO,SAN AGUSTIN,SAN AGUSTIN,,1.0,2.0,
10454,1201290008,Entel Perú S.A.,JUNIN,HUANCAYO,SAN AGUSTIN,YAULI,,1.0,2.0,
10455,1201300001,Entel Perú S.A.,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,SAN JERONIMO DE TUNAN,,1.0,2.0,
10456,1201330001,Entel Perú S.A.,JUNIN,HUANCAYO,SAPALLANGA,SAPALLANGA,,1.0,2.0,
10457,1201340001,Entel Perú S.A.,JUNIN,HUANCAYO,SICAYA,SICAYA,1.0,1.0,4.0,
10458,1202010001,Entel Perú S.A.,JUNIN,CONCEPCION,CONCEPCION,CONCEPCION,,,2.0,
10459,1202010015,Entel Perú S.A.,JUNIN,CONCEPCION,CONCEPCION,TAMBO ALAPA,,1.0,2.0,
10460,1202020001,Entel Perú S.A.,JUNIN,CONCEPCION,ACO,ACO,,,1.0,
10461,1202080003,Entel Perú S.A.,JUNIN,CONCEPCION,MANZANARES,SILLA,1.0,1.0,1.0,
10462,1202100001,Entel Perú S.A.,JUNIN,CONCEPCION,MATAHUASI,MATAHUASI,1.0,,2.0,
10463,1202130001,Entel Perú S.A.,JUNIN,CONCEPCION,ORCOTUNA,ORCOTUNA,,,2.0,
10464,1202150007,Entel Perú S.A.,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,HUAYHUASCA,1.0,1.0,2.0,
10465,1203010001,Entel Perú S.A.,JUNIN,CHANCHAMAYO,CHANCHAMAYO,LA MERCED,1.0,1.0,6.0,
10466,1203010057,Entel Perú S.A.,JUNIN,CHANCHAMAYO,CHANCHAMAYO,YARASCA,,1.0,2.0,
10467,1203020001,Entel Perú S.A.,JUNIN,CHANCHAMAYO,PERENE,PERENE,,,1.0,
10468,1203020039,Entel Perú S.A.,JUNIN,CHANCHAMAYO,PERENE,JUAN SANTOS ATAHUALPA,,1.0,,
10469,1203020101,Entel Perú S.A.,JUNIN,CHANCHAMAYO,PERENE,SANTA ROSA,,,2.0,
10470,1203020207,Entel Perú S.A.,JUNIN,CHANCHAMAYO,PERENE,VILLA SHANKIVIRONI,1.0,1.0,,
10471,1203030001,Entel Perú S.A.,JUNIN,CHANCHAMAYO,PICHANAQUI,BAJO PICHANAQUI,,1.0,2.0,
10472,1203040033,Entel Perú S.A.,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,PRIMAVERA,,,1.0,
10473,1203050001,Entel Perú S.A.,JUNIN,CHANCHAMAYO,SAN RAMON,SAN RAMON,,,2.0,
10474,1203050029,Entel Perú S.A.,JUNIN,CHANCHAMAYO,SAN RAMON,PUENTE LA VICTORIA,,,2.0,
10475,1203050034,Entel Perú S.A.,JUNIN,CHANCHAMAYO,SAN RAMON,NUEVA VISTA,1.0,1.0,2.0,
10476,1204010001,Entel Perú S.A.,JUNIN,JAUJA,JAUJA,JAUJA,,1.0,2.0,
10477,1204020021,Entel Perú S.A.,JUNIN,JAUJA,ACOLLA,PAMPASH,,1.0,2.0,
10478,1204040002,Entel Perú S.A.,JUNIN,JAUJA,ATAURA,VISCAP,,1.0,2.0,
10479,1204060011,Entel Perú S.A.,JUNIN,JAUJA,CURICACA,TUMANYAJ,,,1.0,
10480,1204140001,Entel Perú S.A.,JUNIN,JAUJA,LLOCLLAPAMPA,LLOCLLAPAMPA,,1.0,2.0,
10481,1204150001,Entel Perú S.A.,JUNIN,JAUJA,MARCO,MARCO,,,1.0,
10482,1204300001,Entel Perú S.A.,JUNIN,JAUJA,SAUSA,SAUSA,,,2.0,
10483,1204340001,Entel Perú S.A.,JUNIN,JAUJA,YAUYOS,YAUYOS,,,2.0,
10484,1205010001,Entel Perú S.A.,JUNIN,JUNIN,JUNIN,JUNIN,,1.0,1.0,
10485,1205010016,Entel Perú S.A.,JUNIN,JUNIN,JUNIN,HUAYRE,,,1.0,
10486,1205010186,Entel Perú S.A.,JUNIN,JUNIN,JUNIN,CABRAMACHAY,1.0,,1.0,
10487,1205020001,Entel Perú S.A.,JUNIN,JUNIN,CARHUAMAYO,CARHUAMAYO,1.0,,2.0,
10488,1206010001,Entel Perú S.A.,JUNIN,SATIPO,SATIPO,SATIPO,,2.0,6.0,
10489,1206010077,Entel Perú S.A.,JUNIN,SATIPO,SATIPO,TZANCUVATZIARI,1.0,1.0,2.0,
10490,1206010115,Entel Perú S.A.,JUNIN,SATIPO,SATIPO,ALTO PARAISO,,,2.0,
10491,1206040001,Entel Perú S.A.,JUNIN,SATIPO,MAZAMARI,MAZAMARI,,1.0,2.0,
10492,1206040048,Entel Perú S.A.,JUNIN,SATIPO,MAZAMARI,TAHUANTINSUYO,,1.0,,
10493,1206060001,Entel Perú S.A.,JUNIN,SATIPO,PANGOA,SAN MARTIN DE PANGOA,,1.0,2.0,
10494,1206060175,Entel Perú S.A.,JUNIN,SATIPO,PANGOA,SAN RAMON DE PANGOA - LOS HUERFANOS,,1.0,,
10495,1206070060,Entel Perú S.A.,JUNIN,SATIPO,RIO NEGRO,ALTO SAN JOSE,,,2.0,
10496,1207010001,Entel Perú S.A.,JUNIN,TARMA,TARMA,TARMA,1.0,1.0,10.0,
10497,1207010013,Entel Perú S.A.,JUNIN,TARMA,TARMA,CURIS,,,2.0,
10498,1207010049,Entel Perú S.A.,JUNIN,TARMA,TARMA,VICORA TAMBO,,1.0,2.0,
10499,1207020001,Entel Perú S.A.,JUNIN,TARMA,ACOBAMBA,ACOBAMBA,,,2.0,
10500,1207020016,Entel Perú S.A.,JUNIN,TARMA,ACOBAMBA,AGUA DULCE,,1.0,1.0,
10501,1207040001,Entel Perú S.A.,JUNIN,TARMA,HUASAHUASI,HUASAHUASI,,,1.0,
10502,1207040120,Entel Perú S.A.,JUNIN,TARMA,HUASAHUASI,RAYCNIYOC,,,1.0,
10503,1207050001,Entel Perú S.A.,JUNIN,TARMA,LA UNION,LETICIA,,,1.0,
10504,1207060031,Entel Perú S.A.,JUNIN,TARMA,PALCA,TANTARNIOC,1.0,,1.0,
10505,1207070001,Entel Perú S.A.,JUNIN,TARMA,PALCAMAYO,PALCAMAYO,,1.0,1.0,
10506,1207070054,Entel Perú S.A.,JUNIN,TARMA,PALCAMAYO,YAUMAN PATA,,1.0,1.0,
10507,1207080021,Entel Perú S.A.,JUNIN,TARMA,SAN PEDRO DE CAJAS,OCUCANCHA,,,2.0,
10508,1207090011,Entel Perú S.A.,JUNIN,TARMA,TAPO,PUEBLO NUEVO,,1.0,,
10509,1208010001,Entel Perú S.A.,JUNIN,YAULI,LA OROYA,LA OROYA,,,1.0,
10510,1208010005,Entel Perú S.A.,JUNIN,YAULI,LA OROYA,CURIPATA,,,1.0,
10511,1208020034,Entel Perú S.A.,JUNIN,YAULI,CHACAPALPA,HUAROPAMPA,1.0,1.0,1.0,
10512,1208050009,Entel Perú S.A.,JUNIN,YAULI,MOROCOCHA,SIERRA NEVADA,,1.0,2.0,
10513,1208060043,Entel Perú S.A.,JUNIN,YAULI,PACCHA,TIERRA ROJA,,,1.0,
10514,1208080006,Entel Perú S.A.,JUNIN,YAULI,SANTA ROSA DE SACCO,YANTA CANCHA,,,2.0,
10515,1208100001,Entel Perú S.A.,JUNIN,YAULI,YAULI,YAULI,2.0,2.0,3.0,
10516,1208100008,Entel Perú S.A.,JUNIN,YAULI,YAULI,MARH TUNEL,,,1.0,
10517,1208100015,Entel Perú S.A.,JUNIN,YAULI,YAULI,ESQUINA CORRAL,,1.0,2.0,
10518,1208100078,Entel Perú S.A.,JUNIN,YAULI,YAULI,LOS PALOMARES,,1.0,2.0,
10519,1209010001,Entel Perú S.A.,JUNIN,CHUPACA,CHUPACA,CHUPACA,,,2.0,
10520,1209010007,Entel Perú S.A.,JUNIN,CHUPACA,CHUPACA,VISTA ALEGRE,,,2.0,
10521,1209010012,Entel Perú S.A.,JUNIN,CHUPACA,CHUPACA,LA LIBERTAD,,1.0,2.0,
10522,1209020001,Entel Perú S.A.,JUNIN,CHUPACA,AHUAC,AHUAC,,1.0,2.0,
10523,1209030001,Entel Perú S.A.,JUNIN,CHUPACA,CHONGOS BAJO,CHONGOS BAJO,1.0,1.0,2.0,
10524,1209050001,Entel Perú S.A.,JUNIN,CHUPACA,HUAMANCACA CHICO,HUAMANCACA CHICO,,,2.0,
10525,1301010001,Entel Perú S.A.,LA LIBERTAD,TRUJILLO,TRUJILLO,TRUJILLO,,6.0,134.0,
10526,1301020001,Entel Perú S.A.,LA LIBERTAD,TRUJILLO,EL PORVENIR,EL PORVENIR,,1.0,52.0,
10527,1301030001,Entel Perú S.A.,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,FLORENCIA DE MORA,,,13.0,
10528,1301040001,Entel Perú S.A.,LA LIBERTAD,TRUJILLO,HUANCHACO,HUANCHACO,,,3.0,
10529,1301040009,Entel Perú S.A.,LA LIBERTAD,TRUJILLO,HUANCHACO,HUANCHAQUITO ALTO,,1.0,2.0,
10530,1301050001,Entel Perú S.A.,LA LIBERTAD,TRUJILLO,LA ESPERANZA,LA ESPERANZA,,2.0,44.0,
10531,1301060001,Entel Perú S.A.,LA LIBERTAD,TRUJILLO,LAREDO,LAREDO,,2.0,,
10532,1301070001,Entel Perú S.A.,LA LIBERTAD,TRUJILLO,MOCHE,MOCHE,,2.0,4.0,
10533,1301070005,Entel Perú S.A.,LA LIBERTAD,TRUJILLO,MOCHE,LA COBRANZA,,1.0,1.0,
10534,1301090001,Entel Perú S.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,SALAVERRY,,1.0,5.0,
10535,1301090003,Entel Perú S.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,ALTO SALAVERRY,,1.0,4.0,
10536,1301090005,Entel Perú S.A.,LA LIBERTAD,TRUJILLO,SALAVERRY,LOS ANDES,,1.0,,
10537,1301100001,Entel Perú S.A.,LA LIBERTAD,TRUJILLO,SIMBAL,SIMBAL,,1.0,2.0,
10538,1301110001,Entel Perú S.A.,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,BUENOS AIRES,,,20.0,
10539,1302010006,Entel Perú S.A.,LA LIBERTAD,ASCOPE,ASCOPE,LA GRISELDA,,1.0,2.0,
10540,1302020001,Entel Perú S.A.,LA LIBERTAD,ASCOPE,CHICAMA,CHICAMA,,1.0,2.0,
10541,1302020005,Entel Perú S.A.,LA LIBERTAD,ASCOPE,CHICAMA,SAUSAL,,1.0,1.0,
10542,1302020009,Entel Perú S.A.,LA LIBERTAD,ASCOPE,CHICAMA,CHICLIN,,,2.0,
10543,1302020022,Entel Perú S.A.,LA LIBERTAD,ASCOPE,CHICAMA,LA CAMPIÑA,,1.0,,
10544,1302020027,Entel Perú S.A.,LA LIBERTAD,ASCOPE,CHICAMA,LUZ DEL SOL,,1.0,,
10545,1302030001,Entel Perú S.A.,LA LIBERTAD,ASCOPE,CHOCOPE,CHOCOPE,,,2.0,
10546,1302050001,Entel Perú S.A.,LA LIBERTAD,ASCOPE,PAIJAN,PAIJAN,,1.0,2.0,
10547,1302050028,Entel Perú S.A.,LA LIBERTAD,ASCOPE,PAIJAN,NONCOPE,1.0,1.0,2.0,
10548,1302060001,Entel Perú S.A.,LA LIBERTAD,ASCOPE,RAZURI,PUERTO DE MALABRIGO,,,3.0,
10549,1302060025,Entel Perú S.A.,LA LIBERTAD,ASCOPE,RAZURI,LA GRANJA,1.0,1.0,2.0,
10550,1302070001,Entel Perú S.A.,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,SANTIAGO DE CAO,,1.0,1.0,
10551,1302070004,Entel Perú S.A.,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,SUMANIQUE,,1.0,2.0,
10552,1302070011,Entel Perú S.A.,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,CHIQUITOY,,1.0,1.0,
10553,1302080001,Entel Perú S.A.,LA LIBERTAD,ASCOPE,CASA GRANDE,CASA GRANDE,1.0,1.0,4.0,
10554,1302080024,Entel Perú S.A.,LA LIBERTAD,ASCOPE,CASA GRANDE,ROMA,,,2.0,
10555,1303010085,Entel Perú S.A.,LA LIBERTAD,BOLIVAR,BOLIVAR,PORVENIR,,,1.0,
10556,1304010001,Entel Perú S.A.,LA LIBERTAD,CHEPEN,CHEPEN,CHEPEN,,2.0,5.0,
10557,1304020001,Entel Perú S.A.,LA LIBERTAD,CHEPEN,PACANGA,PACANGA,,1.0,1.0,
10558,1304020005,Entel Perú S.A.,LA LIBERTAD,CHEPEN,PACANGA,SAN JUAN DE DIOS,,1.0,2.0,
10559,1304020019,Entel Perú S.A.,LA LIBERTAD,CHEPEN,PACANGA,PACANGUILLA,,1.0,,
10560,1304020037,Entel Perú S.A.,LA LIBERTAD,CHEPEN,PACANGA,KAWACHI,,1.0,1.0,
10561,1304030001,Entel Perú S.A.,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,PUEBLO NUEVO,1.0,1.0,1.0,
10562,1304030006,Entel Perú S.A.,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,SANTA ROSA,,1.0,2.0,
10563,1305010001,Entel Perú S.A.,LA LIBERTAD,JULCAN,JULCAN,JULCAN,,1.0,2.0,
10564,1305030019,Entel Perú S.A.,LA LIBERTAD,JULCAN,CARABAMBA,VICTOR RAUL,,,1.0,
10565,1306010035,Entel Perú S.A.,LA LIBERTAD,OTUZCO,OTUZCO,CIENEGO GRANDE,,1.0,,
10566,1306010041,Entel Perú S.A.,LA LIBERTAD,OTUZCO,OTUZCO,MIGUEL GRAU,,1.0,,
10567,1306110001,Entel Perú S.A.,LA LIBERTAD,OTUZCO,SALPO,SALPO,,1.0,1.0,
10568,1306130018,Entel Perú S.A.,LA LIBERTAD,OTUZCO,SINSICAP,CAMBAR,,,1.0,
10569,1307010001,Entel Perú S.A.,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,SAN PEDRO DE LLOC,,2.0,2.0,
10570,1307020001,Entel Perú S.A.,LA LIBERTAD,PACASMAYO,GUADALUPE,GUADALUPE,,2.0,2.0,
10571,1307020023,Entel Perú S.A.,LA LIBERTAD,PACASMAYO,GUADALUPE,LIMONCARRO (LIMON CARRO),,,2.0,
10572,1307020025,Entel Perú S.A.,LA LIBERTAD,PACASMAYO,GUADALUPE,CIUDAD DE DIOS,,1.0,,
10573,1307030001,Entel Perú S.A.,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,JEQUETEPEQUE,,1.0,1.0,
10574,1307030008,Entel Perú S.A.,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,LACHE GRANDE,,,1.0,
10575,1307030037,Entel Perú S.A.,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,ALTO JEQUETEPEQUE,,,2.0,
10576,1307040001,Entel Perú S.A.,LA LIBERTAD,PACASMAYO,PACASMAYO,PACASMAYO,,,7.0,
10577,1307050001,Entel Perú S.A.,LA LIBERTAD,PACASMAYO,SAN JOSE,SAN JOSE,,1.0,,
10578,1307050002,Entel Perú S.A.,LA LIBERTAD,PACASMAYO,SAN JOSE,CRUCE SAN MARTIN DE PORRES (EL CRUCE),,,1.0,
10579,1308010001,Entel Perú S.A.,LA LIBERTAD,PATAZ,TAYABAMBA,TAYABAMBA,,1.0,2.0,
10580,1309010001,Entel Perú S.A.,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,HUAMACHUCO,,,7.0,
10581,1309010037,Entel Perú S.A.,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,MOLINO GRANDE,,,1.0,
10582,1309020042,Entel Perú S.A.,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,PAMPA DEL CONDOR,,1.0,2.0,
10583,1309040001,Entel Perú S.A.,LA LIBERTAD,SANCHEZ CARRION,CURGOS,CURGOS,,1.0,1.0,
10584,1309040002,Entel Perú S.A.,LA LIBERTAD,SANCHEZ CARRION,CURGOS,DESVIO DE CURGOS,,,2.0,
10585,1309050075,Entel Perú S.A.,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,CHUNGAL MAJADA,,,2.0,
10586,1309060021,Entel Perú S.A.,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,HUAYOBAMBA,,1.0,,
10587,1309060066,Entel Perú S.A.,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,CHIRCUCHO,,1.0,1.0,
10588,1310010001,Entel Perú S.A.,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,,1.0,2.0,
10589,1310060001,Entel Perú S.A.,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,QUIRUVILCA,,,2.0,
10590,1311010046,Entel Perú S.A.,LA LIBERTAD,GRAN CHIMU,CASCAS,EL ZAPOTE,,,1.0,
10591,1312010001,Entel Perú S.A.,LA LIBERTAD,VIRU,VIRU,VIRU,1.0,1.0,4.0,
10592,1312010024,Entel Perú S.A.,LA LIBERTAD,VIRU,VIRU,VICTOR RAUL,,,1.0,
10593,1312010027,Entel Perú S.A.,LA LIBERTAD,VIRU,VIRU,PUERTO MORIN,,,1.0,
10594,1312010029,Entel Perú S.A.,LA LIBERTAD,VIRU,VIRU,SANTA ELENA,1.0,1.0,2.0,
10595,1312010032,Entel Perú S.A.,LA LIBERTAD,VIRU,VIRU,PUENTE VIRU,,1.0,4.0,
10596,1312010037,Entel Perú S.A.,LA LIBERTAD,VIRU,VIRU,SAN JOSE,1.0,1.0,4.0,
10597,1312020001,Entel Perú S.A.,LA LIBERTAD,VIRU,CHAO,CHAO,,1.0,5.0,
10598,1312020027,Entel Perú S.A.,LA LIBERTAD,VIRU,CHAO,SAN CARLOS ALTO,,1.0,2.0,
10599,1312020031,Entel Perú S.A.,LA LIBERTAD,VIRU,CHAO,NUEVO CHAO,,,1.0,
10600,1401010001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,CHICLAYO,CHICLAYO,,2.0,85.0,
10601,1401020001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,CHONGOYAPE,,1.0,2.0,
10602,1401020014,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,JUANA RIOS,,1.0,2.0,
10603,1401020039,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,CUCULI EL PALMO SAN JUAN,,,1.0,
10604,1401020045,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,PAMPA GRANDE,,,1.0,
10605,1401030008,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,ETEN,MATACABALLO,1.0,1.0,3.0,
10606,1401050001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,JOSE LEONARDO ORTIZ,,1.0,38.0,
10607,1401060001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,LA VICTORIA,LA VICTORIA,,1.0,22.0,
10608,1401060006,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,LA VICTORIA,CHACUPE ALTO,,1.0,2.0,
10609,1401070001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,LAGUNAS,MOCUPE,,1.0,2.0,
10610,1401070007,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,LAGUNAS,NUEVO MOCUPE,1.0,1.0,1.0,
10611,1401070013,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,LAGUNAS,EL AGROPECUARIO,,1.0,2.0,
10612,1401080001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,MONSEFU,MONSEFU,2.0,2.0,5.0,
10613,1401100001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,OYOTUN,OYOTUN,,1.0,2.0,
10614,1401110001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,PICSI,PICSI,,1.0,2.0,
10615,1401110006,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,PICSI,CAPOTE,,,1.0,
10616,1401120001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,PIMENTEL,PIMENTEL,1.0,2.0,7.0,
10617,1401120008,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,PIMENTEL,LA PRADERA,2.0,1.0,9.0,
10618,1401120010,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,PIMENTEL,LA PLATA,,,2.0,
10619,1401120017,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,PIMENTEL,LA GARITA,1.0,1.0,,
10620,1401130001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,REQUE,REQUE,,1.0,2.0,
10621,1401130015,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,REQUE,LAS DELICIAS,1.0,1.0,3.0,
10622,1401140001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,SANTA ROSA,SANTA ROSA,,1.0,2.0,
10623,1401150001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,SAÑA,SAÑA,1.0,1.0,1.0,
10624,1401150002,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,SAÑA,SALTUR,,1.0,2.0,
10625,1401160001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,CAYALTI,CAYALTI,,1.0,2.0,
10626,1401170001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,PATAPO,PATAPO,,1.0,2.0,
10627,1401180001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,POMALCA,POMALCA,,1.0,6.0,
10628,1401190001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,PUCALA,PUCALA,,1.0,2.0,
10629,1401190009,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,PUCALA,CALDO VERDE,1.0,1.0,,
10630,1401200001,Entel Perú S.A.,LAMBAYEQUE,CHICLAYO,TUMAN,TUMAN,,1.0,2.0,
10631,1402010001,Entel Perú S.A.,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,FERREÑAFE,2.0,1.0,7.0,
10632,1402010012,Entel Perú S.A.,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,SANTISTEBAN,1.0,1.0,2.0,
10633,1402040001,Entel Perú S.A.,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,MANUEL ANTONIO MESONES MURO,,,1.0,
10634,1402050001,Entel Perú S.A.,LAMBAYEQUE,FERREÑAFE,PITIPO,PITIPO,1.0,1.0,1.0,
10635,1402050021,Entel Perú S.A.,LAMBAYEQUE,FERREÑAFE,PITIPO,MOTUPILLO,1.0,1.0,2.0,
10636,1402050030,Entel Perú S.A.,LAMBAYEQUE,FERREÑAFE,PITIPO,LA CALERA,1.0,1.0,,
10637,1403010001,Entel Perú S.A.,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,3.0,1.0,10.0,
10638,1403010056,Entel Perú S.A.,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LA VIRGEN,,,2.0,
10639,1403030001,Entel Perú S.A.,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,ILLIMO,,1.0,2.0,
10640,1403040001,Entel Perú S.A.,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,JAYANCA,,2.0,3.0,
10641,1403040007,Entel Perú S.A.,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,SAN PABLO,,1.0,2.0,
10642,1403050001,Entel Perú S.A.,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,MOCHUMI,1.0,1.0,2.0,
10643,1403060001,Entel Perú S.A.,LAMBAYEQUE,LAMBAYEQUE,MORROPE,MORROPE,1.0,1.0,2.0,
10644,1403060025,Entel Perú S.A.,LAMBAYEQUE,LAMBAYEQUE,MORROPE,CRUZ DEL MEDANO,,1.0,2.0,
10645,1403060055,Entel Perú S.A.,LAMBAYEQUE,LAMBAYEQUE,MORROPE,MEDIANIA 25 DE FEBRERO,,1.0,2.0,
10646,1403060094,Entel Perú S.A.,LAMBAYEQUE,LAMBAYEQUE,MORROPE,INNECHE,1.0,1.0,,
10647,1403070001,Entel Perú S.A.,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,MOTUPE,,,4.0,
