N°,Ubigeo,Empresa Operadora,Region,Provincia,Distrito,Centro Poblado,2G,3G,4G,5G
5760,1009020018,América Móvil Perú S.A.C.,HUANUCO,PUERTO INCA,CODO DEL POZUZO,RIO CODO,1.0,1.0,1.0,
5761,1009030001,América Móvil Perú S.A.C.,HUANUCO,PUERTO INCA,HONORIA,HONORIA,1.0,,,
5762,1009040001,América Móvil Perú S.A.C.,HUANUCO,PUERTO INCA,TOURNAVISTA,TOURNAVISTA,1.0,,,
5763,1009040009,América Móvil Perú S.A.C.,HUANUCO,PUERTO INCA,TOURNAVISTA,PUEBLO NUEVO,,1.0,1.0,
5764,1009050001,América Móvil Perú S.A.C.,HUANUCO,PUERTO INCA,YUYAPICHIS,YUYAPICHIS,1.0,1.0,1.0,
5765,1009050009,América Móvil Perú S.A.C.,HUANUCO,PUERTO INCA,YUYAPICHIS,SANTA ROSA DE YANAYACU,1.0,1.0,1.0,
5766,1009050017,América Móvil Perú S.A.C.,HUANUCO,PUERTO INCA,YUYAPICHIS,NUEVO NAZARET,1.0,,,
5767,1010010030,América Móvil Perú S.A.C.,HUANUCO,LAURICOCHA,JESUS,TAMBO PAMPA (TAMBO),,1.0,1.0,
5768,1010010170,América Móvil Perú S.A.C.,HUANUCO,LAURICOCHA,JESUS,UCUSHPATA,1.0,1.0,1.0,
5769,1010010184,América Móvil Perú S.A.C.,HUANUCO,LAURICOCHA,JESUS,CONDOR PATAY,1.0,1.0,1.0,
5770,1010040009,América Móvil Perú S.A.C.,HUANUCO,LAURICOCHA,QUEROPALCA,CURUPATA,1.0,,,
5771,1010050137,América Móvil Perú S.A.C.,HUANUCO,LAURICOCHA,RONDOS,PUCAPAMAPA,1.0,1.0,1.0,
5772,1010070452,América Móvil Perú S.A.C.,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,RAURA PATA,1.0,1.0,1.0,
5773,1011060007,América Móvil Perú S.A.C.,HUANUCO,YAROWILCA,OBAS,VILCABAMBA,1.0,1.0,1.0,
5774,1101010001,América Móvil Perú S.A.C.,ICA,ICA,ICA,ICA,17.0,27.0,32.0,
5775,1101010005,América Móvil Perú S.A.C.,ICA,ICA,ICA,SAN JORGE,,1.0,1.0,
5776,1101020001,América Móvil Perú S.A.C.,ICA,ICA,LA TINGUIÑA,LA TINGUIÑA,,2.0,2.0,
5777,1101020009,América Móvil Perú S.A.C.,ICA,ICA,LA TINGUIÑA,SANTA BARBARA,,1.0,1.0,
5778,1101030001,América Móvil Perú S.A.C.,ICA,ICA,LOS AQUIJES,LOS AQUIJES,2.0,2.0,2.0,
5779,1101030010,América Móvil Perú S.A.C.,ICA,ICA,LOS AQUIJES,YAURILLA,,1.0,1.0,
5780,1101030022,América Móvil Perú S.A.C.,ICA,ICA,LOS AQUIJES,GARGANTO,1.0,1.0,1.0,
5781,1101050001,América Móvil Perú S.A.C.,ICA,ICA,PACHACUTEC,PAMPA DE TATE,,1.0,1.0,
5782,1101060001,América Móvil Perú S.A.C.,ICA,ICA,PARCONA,PARCONA,1.0,2.0,2.0,
5783,1101060010,América Móvil Perú S.A.C.,ICA,ICA,PARCONA,ACOMAYO,2.0,3.0,3.0,
5784,1101070001,América Móvil Perú S.A.C.,ICA,ICA,PUEBLO NUEVO,PUEBLO NUEVO,1.0,1.0,1.0,
5785,1101070023,América Móvil Perú S.A.C.,ICA,ICA,PUEBLO NUEVO,LA JULIANA,1.0,1.0,1.0,
5786,1101080001,América Móvil Perú S.A.C.,ICA,ICA,SALAS,GUADALUPE,,1.0,1.0,
5787,1101080043,América Móvil Perú S.A.C.,ICA,ICA,SALAS,SANTA CRUZ DE VILLACURI (VILLACURI),1.0,1.0,1.0,
5788,1101080061,América Móvil Perú S.A.C.,ICA,ICA,SALAS,EL FRAILE (ECCO),,1.0,1.0,
5789,1101080071,América Móvil Perú S.A.C.,ICA,ICA,SALAS,CERRO PRIETO,1.0,1.0,1.0,
5790,1101090030,América Móvil Perú S.A.C.,ICA,ICA,SAN JOSE DE LOS MOLINOS,SANTA ROSA NORTE,1.0,1.0,1.0,
5791,1101100001,América Móvil Perú S.A.C.,ICA,ICA,SAN JUAN BAUTISTA,SAN JUAN BAUTISTA,,1.0,1.0,
5792,1101110001,América Móvil Perú S.A.C.,ICA,ICA,SANTIAGO,SANTIAGO,1.0,1.0,1.0,
5793,1101110005,América Móvil Perú S.A.C.,ICA,ICA,SANTIAGO,TAJAHUANA,1.0,1.0,1.0,
5794,1101110022,América Móvil Perú S.A.C.,ICA,ICA,SANTIAGO,SAN MATIAS,1.0,1.0,1.0,
5795,1101110035,América Móvil Perú S.A.C.,ICA,ICA,SANTIAGO,LA VENTA BAJA (LA VENTA),1.0,1.0,1.0,
5796,1101110040,América Móvil Perú S.A.C.,ICA,ICA,SANTIAGO,MELCHORITA,1.0,1.0,1.0,
5797,1101110052,América Móvil Perú S.A.C.,ICA,ICA,SANTIAGO,LA COLMENA,1.0,1.0,1.0,
5798,1101120001,América Móvil Perú S.A.C.,ICA,ICA,SUBTANJALLA,SUBTANJALLA,2.0,2.0,2.0,
5799,1101120005,América Móvil Perú S.A.C.,ICA,ICA,SUBTANJALLA,YANQUIZA,,1.0,1.0,
5800,1101140001,América Móvil Perú S.A.C.,ICA,ICA,YAUCA DEL ROSARIO,PAMPAHUASI,1.0,1.0,1.0,
5801,1102010001,América Móvil Perú S.A.C.,ICA,CHINCHA,CHINCHA ALTA,CHINCHA ALTA,5.0,8.0,8.0,
5802,1102020001,América Móvil Perú S.A.C.,ICA,CHINCHA,ALTO LARAN,ALTO LARAN,1.0,1.0,1.0,
5803,1102020029,América Móvil Perú S.A.C.,ICA,CHINCHA,ALTO LARAN,CASA GRANDE,1.0,1.0,1.0,
5804,1102020049,América Móvil Perú S.A.C.,ICA,CHINCHA,ALTO LARAN,EL PEDREGAL,1.0,1.0,1.0,
5805,1102030001,América Móvil Perú S.A.C.,ICA,CHINCHA,CHAVIN,CHAVIN,1.0,1.0,1.0,
5806,1102030036,América Móvil Perú S.A.C.,ICA,CHINCHA,CHAVIN,TAMBILLA,1.0,1.0,1.0,
5807,1102030063,América Móvil Perú S.A.C.,ICA,CHINCHA,CHAVIN,CERRO LINDO MILLPO,,1.0,1.0,
5808,1102040002,América Móvil Perú S.A.C.,ICA,CHINCHA,CHINCHA BAJA,SAN PABLO,1.0,1.0,1.0,
5809,1102040026,América Móvil Perú S.A.C.,ICA,CHINCHA,CHINCHA BAJA,SANTA ROSA - LA HUACA,1.0,1.0,1.0,
5810,1102050009,América Móvil Perú S.A.C.,ICA,CHINCHA,EL CARMEN,LAS HUACAS (ATAHUALPA),1.0,1.0,1.0,
5811,1102050038,América Móvil Perú S.A.C.,ICA,CHINCHA,EL CARMEN,FUNDO SANTA GIULIA,1.0,1.0,1.0,
5812,1102060001,América Móvil Perú S.A.C.,ICA,CHINCHA,GROCIO PRADO,SAN PEDRO,2.0,3.0,3.0,
5813,1102060036,América Móvil Perú S.A.C.,ICA,CHINCHA,GROCIO PRADO,SAN ANTONIO,1.0,1.0,1.0,
5814,1102070001,América Móvil Perú S.A.C.,ICA,CHINCHA,PUEBLO NUEVO,PUEBLO NUEVO,2.0,3.0,3.0,
5815,1102080001,América Móvil Perú S.A.C.,ICA,CHINCHA,SAN JUAN DE YANAC,SAN JUAN DE YANAC,1.0,1.0,1.0,
5816,1102100001,América Móvil Perú S.A.C.,ICA,CHINCHA,SUNAMPE,SUNAMPE,1.0,2.0,2.0,
5817,1102110001,América Móvil Perú S.A.C.,ICA,CHINCHA,TAMBO DE MORA,TAMBO DE MORA,1.0,1.0,1.0,
5818,1103010001,América Móvil Perú S.A.C.,ICA,NASCA,NASCA,NASCA,4.0,4.0,4.0,
5819,1103010062,América Móvil Perú S.A.C.,ICA,NASCA,NASCA,SAN LUIS PAJONAL,1.0,1.0,1.0,
5820,1103020009,América Móvil Perú S.A.C.,ICA,NASCA,CHANGUILLO,SAN JAVIER,1.0,1.0,1.0,
5821,1103030032,América Móvil Perú S.A.C.,ICA,NASCA,EL INGENIO,SAN PABLO,1.0,1.0,1.0,
5822,1103040001,América Móvil Perú S.A.C.,ICA,NASCA,MARCONA,SAN JUAN,2.0,5.0,5.0,
5823,1103040004,América Móvil Perú S.A.C.,ICA,NASCA,MARCONA,JUSTO PASTOR,1.0,2.0,2.0,
5824,1103040005,América Móvil Perú S.A.C.,ICA,NASCA,MARCONA,MIRAMAR,,2.0,2.0,
5825,1103040006,América Móvil Perú S.A.C.,ICA,NASCA,MARCONA,CALETA DE PESCADORES DE SAN NICOLAS,2.0,2.0,2.0,
5826,1103050001,América Móvil Perú S.A.C.,ICA,NASCA,VISTA ALEGRE,VISTA ALEGRE,2.0,2.0,2.0,
5827,1104010001,América Móvil Perú S.A.C.,ICA,PALPA,PALPA,PALPA,1.0,1.0,1.0,
5828,1104020002,América Móvil Perú S.A.C.,ICA,PALPA,LLIPATA,EL JAZMIN,1.0,1.0,1.0,
5829,1104050001,América Móvil Perú S.A.C.,ICA,PALPA,TIBILLO,TIBILLO,1.0,,,
5830,1105010001,América Móvil Perú S.A.C.,ICA,PISCO,PISCO,PISCO,3.0,6.0,6.0,
5831,1105030001,América Móvil Perú S.A.C.,ICA,PISCO,HUMAY,HUMAY,1.0,1.0,1.0,
5832,1105040001,América Móvil Perú S.A.C.,ICA,PISCO,INDEPENDENCIA,INDEPENDENCIA,1.0,1.0,1.0,
5833,1105050001,América Móvil Perú S.A.C.,ICA,PISCO,PARACAS,PARACAS,1.0,3.0,3.0,
5834,1105050003,América Móvil Perú S.A.C.,ICA,PISCO,PARACAS,SANTA ELENA,,1.0,1.0,
5835,1105050006,América Móvil Perú S.A.C.,ICA,PISCO,PARACAS,VILLA PARACAS,,1.0,1.0,
5836,1105050014,América Móvil Perú S.A.C.,ICA,PISCO,PARACAS,POZO SANTO,1.0,1.0,1.0,
5837,1105059000,América Móvil Perú S.A.C.,ICA,PISCO,PARACAS,SANTO DOMINGO PARACAS,1.0,1.0,1.0,
5838,1105060001,América Móvil Perú S.A.C.,ICA,PISCO,SAN ANDRES,SAN ANDRES,1.0,1.0,1.0,
5839,1105060017,América Móvil Perú S.A.C.,ICA,PISCO,SAN ANDRES,EL ARENAL,1.0,1.0,1.0,
5840,1105070001,América Móvil Perú S.A.C.,ICA,PISCO,SAN CLEMENTE,SAN CLEMENTE,2.0,2.0,2.0,
5841,1105070002,América Móvil Perú S.A.C.,ICA,PISCO,SAN CLEMENTE,RANCHO CHICO,1.0,1.0,1.0,
5842,1105080001,América Móvil Perú S.A.C.,ICA,PISCO,TUPAC AMARU INCA,TUPAC AMARU,2.0,2.0,2.0,
5843,1201010001,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,HUANCAYO,HUANCAYO,15.0,21.0,24.0,
5844,1201050008,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,CHACAPAMPA,ANTACOCHA,1.0,1.0,1.0,
5845,1201070001,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,CHILCA,CHILCA,6.0,8.0,9.0,
5846,1201080004,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,CHONGOS ALTO,LLAMAPSILLON,1.0,1.0,1.0,
5847,1201110001,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,CHUPURO,CHUPURO,1.0,1.0,1.0,
5848,1201130002,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,CULLHUAS,CHUAMBA,,1.0,1.0,
5849,1201140001,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,EL TAMBO,EL TAMBO,15.0,20.0,21.0,
5850,1201140012,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,EL TAMBO,CULLPA BAJA,1.0,1.0,1.0,
5851,1201160007,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,HUACRAPUQUIO,HUAUCOS,,1.0,1.0,
5852,1201190001,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,HUANCAN,HUANCAN,2.0,3.0,3.0,
5853,1201210001,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,HUAYUCACHI,HUAYUCACHI,2.0,2.0,2.0,
5854,1201210002,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,HUAYUCACHI,HUAMANMARCA,1.0,1.0,1.0,
5855,1201220008,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,INGENIO,PORVENIR TURISTICO,1.0,1.0,1.0,
5856,1201240054,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,PARIAHUANCA,PICPIS,1.0,1.0,1.0,
5857,1201250001,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,PILCOMAYO,PILCOMAYO,2.0,2.0,2.0,
5858,1201260003,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,PUCARA,ASCA,1.0,1.0,1.0,
5859,1201290001,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,SAN AGUSTIN,SAN AGUSTIN,2.0,2.0,2.0,
5860,1201300001,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,SAN JERONIMO DE TUNAN,1.0,1.0,1.0,
5861,1201320004,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,SAÑO,PROGRESO,,1.0,1.0,
5862,1201330001,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,SAPALLANGA,SAPALLANGA,1.0,1.0,1.0,
5863,1201340001,América Móvil Perú S.A.C.,JUNIN,HUANCAYO,SICAYA,SICAYA,1.0,1.0,1.0,
5864,1202010001,América Móvil Perú S.A.C.,JUNIN,CONCEPCION,CONCEPCION,CONCEPCION,1.0,1.0,1.0,
5865,1202030036,América Móvil Perú S.A.C.,JUNIN,CONCEPCION,ANDAMARCA,HUATA,1.0,,,
5866,1202060007,América Móvil Perú S.A.C.,JUNIN,CONCEPCION,COMAS,TALHUIS,,1.0,,
5867,1202060020,América Móvil Perú S.A.C.,JUNIN,CONCEPCION,COMAS,TUNZO ALTO,,1.0,,
5868,1202070014,América Móvil Perú S.A.C.,JUNIN,CONCEPCION,HEROINAS TOLEDO,SANTA CRUZ,,1.0,,
5869,1202080003,América Móvil Perú S.A.C.,JUNIN,CONCEPCION,MANZANARES,SILLA,1.0,1.0,1.0,
5870,1202090011,América Móvil Perú S.A.C.,JUNIN,CONCEPCION,MARISCAL CASTILLA,CHALAS,1.0,1.0,1.0,
5871,1202090018,América Móvil Perú S.A.C.,JUNIN,CONCEPCION,MARISCAL CASTILLA,SHILIPATA,1.0,1.0,1.0,
5872,1202100001,América Móvil Perú S.A.C.,JUNIN,CONCEPCION,MATAHUASI,MATAHUASI,1.0,1.0,1.0,
5873,1202100012,América Móvil Perú S.A.C.,JUNIN,CONCEPCION,MATAHUASI,MARAVILCA,,1.0,1.0,
5874,1202130001,América Móvil Perú S.A.C.,JUNIN,CONCEPCION,ORCOTUNA,ORCOTUNA,,1.0,1.0,
5875,1202140014,América Móvil Perú S.A.C.,JUNIN,CONCEPCION,SAN JOSE DE QUERO,INDEPENDENCIA (CACHIPORO),1.0,1.0,1.0,
5876,1202150007,América Móvil Perú S.A.C.,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,HUAYHUASCA,1.0,1.0,1.0,
5877,1203010001,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,CHANCHAMAYO,LA MERCED,3.0,4.0,4.0,
5878,1203010009,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,CHANCHAMAYO,PAMPA MICHI (PAMPAMICHI),1.0,1.0,1.0,
5879,1203020001,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PERENE,PERENE,,1.0,1.0,
5880,1203020002,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PERENE,TUPAC AMARU II,,1.0,,
5881,1203020020,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PERENE,LAS PALMAS,,1.0,,
5882,1203020039,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PERENE,JUAN SANTOS ATAHUALPA,1.0,1.0,1.0,
5883,1203020063,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PERENE,CHURINGAVENI,,1.0,1.0,
5884,1203020101,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PERENE,SANTA ROSA,,1.0,1.0,
5885,1203020209,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PERENE,SAN CARLOS,1.0,1.0,1.0,
5886,1203030001,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PICHANAQUI,BAJO PICHANAQUI,1.0,2.0,2.0,
5887,1203030009,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PICHANAQUI,UNION SANTA ROSA,,1.0,,
5888,1203030010,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PICHANAQUI,28 DE JULIO,,1.0,,
5889,1203030018,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PICHANAQUI,SAN PEDRO DE AUTIKI,,1.0,,
5890,1203030066,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PICHANAQUI,BAJO MIRITARINI,,1.0,,
5891,1203030068,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PICHANAQUI,CAPACHARI,1.0,1.0,1.0,
5892,1203030081,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PICHANAQUI,UNION FLORIDA,1.0,1.0,1.0,
5893,1203030123,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PICHANAQUI,IMPERIAL PERENE,,1.0,,
5894,1203030130,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,PICHANAQUI,EL MILAGRO,,1.0,,
5895,1203040033,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,PRIMAVERA,1.0,1.0,1.0,
5896,1203050001,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,SAN RAMON,SAN RAMON,1.0,1.0,1.0,
5897,1203050034,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,SAN RAMON,NUEVA VISTA,1.0,1.0,1.0,
5898,1203050039,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,SAN RAMON,HUACARA,,1.0,1.0,
5899,1203060005,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,VITOC,SHINCAYACU,1.0,1.0,1.0,
5900,1203060015,América Móvil Perú S.A.C.,JUNIN,CHANCHAMAYO,VITOC,SAN VICENTE,1.0,1.0,1.0,
5901,1204010001,América Móvil Perú S.A.C.,JUNIN,JAUJA,JAUJA,JAUJA,1.0,2.0,2.0,
5902,1204020001,América Móvil Perú S.A.C.,JUNIN,JAUJA,ACOLLA,ACOLLA,1.0,1.0,1.0,
5903,1204070004,América Móvil Perú S.A.C.,JUNIN,JAUJA,EL MANTARO,PAMPAS,1.0,1.0,1.0,
5904,1204120004,América Móvil Perú S.A.C.,JUNIN,JAUJA,JULCAN,PURICRUMI,1.0,1.0,1.0,
5905,1204140001,América Móvil Perú S.A.C.,JUNIN,JAUJA,LLOCLLAPAMPA,LLOCLLAPAMPA,1.0,1.0,1.0,
5906,1204210001,América Móvil Perú S.A.C.,JUNIN,JAUJA,MUQUIYAUYO,MUQUIYAUYO,,1.0,1.0,
5907,1204220008,América Móvil Perú S.A.C.,JUNIN,JAUJA,PACA,JALPALINJA,1.0,1.0,1.0,
5908,1204230001,América Móvil Perú S.A.C.,JUNIN,JAUJA,PACCHA,PACCHA,1.0,1.0,1.0,
5909,1204270019,América Móvil Perú S.A.C.,JUNIN,JAUJA,RICRAN,PARIA,1.0,1.0,1.0,
5910,1204280001,América Móvil Perú S.A.C.,JUNIN,JAUJA,SAN LORENZO,SAN LORENZO,1.0,1.0,1.0,
5911,1204310005,América Móvil Perú S.A.C.,JUNIN,JAUJA,SINCOS,CUTI CUTI,1.0,1.0,1.0,
5912,1204330027,América Móvil Perú S.A.C.,JUNIN,JAUJA,YAULI,PUSAJ HUAJLA,1.0,1.0,1.0,
5913,1204340004,América Móvil Perú S.A.C.,JUNIN,JAUJA,YAUYOS,CUÑAS,,1.0,1.0,
5914,1205010001,América Móvil Perú S.A.C.,JUNIN,JUNIN,JUNIN,JUNIN,1.0,1.0,1.0,
5915,1205010016,América Móvil Perú S.A.C.,JUNIN,JUNIN,JUNIN,HUAYRE,,1.0,1.0,
5916,1205020001,América Móvil Perú S.A.C.,JUNIN,JUNIN,CARHUAMAYO,CARHUAMAYO,1.0,1.0,1.0,
5917,1205040105,América Móvil Perú S.A.C.,JUNIN,JUNIN,ULCUMAYO,ANTACANCHAN MILPO,1.0,,,
5918,1206010001,América Móvil Perú S.A.C.,JUNIN,SATIPO,SATIPO,SATIPO,1.0,2.0,2.0,
5919,1206010065,América Móvil Perú S.A.C.,JUNIN,SATIPO,SATIPO,SANTA ROSA  DE CASHINGARI,,1.0,1.0,
5920,1206010077,América Móvil Perú S.A.C.,JUNIN,SATIPO,SATIPO,TZANCUVATZIARI,1.0,1.0,1.0,
5921,1206010099,América Móvil Perú S.A.C.,JUNIN,SATIPO,SATIPO,UNION PROGRESO,,1.0,1.0,
5922,1206030040,América Móvil Perú S.A.C.,JUNIN,SATIPO,LLAYLLA,CERCADO DE LLAYLLA,1.0,1.0,1.0,
5923,1206040001,América Móvil Perú S.A.C.,JUNIN,SATIPO,MAZAMARI,MAZAMARI,,1.0,1.0,
5924,1206040048,América Móvil Perú S.A.C.,JUNIN,SATIPO,MAZAMARI,TAHUANTINSUYO,1.0,1.0,1.0,
5925,1206040057,América Móvil Perú S.A.C.,JUNIN,SATIPO,MAZAMARI,SAN JOSE MIRAFLORES,,1.0,1.0,
5926,1206060001,América Móvil Perú S.A.C.,JUNIN,SATIPO,PANGOA,SAN MARTIN DE PANGOA,,1.0,1.0,
5927,1206060019,América Móvil Perú S.A.C.,JUNIN,SATIPO,PANGOA,SAN RAMON DE PANGOA,1.0,1.0,1.0,
5928,1206060034,América Móvil Perú S.A.C.,JUNIN,SATIPO,PANGOA,VILLA LUZ,1.0,1.0,1.0,
5929,1206060035,América Móvil Perú S.A.C.,JUNIN,SATIPO,PANGOA,EL PORVENIR,,1.0,1.0,
5930,1206061064,América Móvil Perú S.A.C.,JUNIN,SATIPO,PANGOA,SAN CRISTOBAL,1.0,1.0,1.0,
5931,1206070001,América Móvil Perú S.A.C.,JUNIN,SATIPO,RIO NEGRO,RIO NEGRO,,1.0,1.0,
5932,1206080001,América Móvil Perú S.A.C.,JUNIN,SATIPO,RIO TAMBO,PUERTO OCOPA,1.0,,,
5933,1206080115,América Móvil Perú S.A.C.,JUNIN,SATIPO,RIO TAMBO,NUEVO PROGRESO,,1.0,1.0,
5934,1206090005,América Móvil Perú S.A.C.,JUNIN,SATIPO,VIZCATAN DEL ENE,TUNUNTUARI,,1.0,1.0,
5935,1206090018,América Móvil Perú S.A.C.,JUNIN,SATIPO,VIZCATAN DEL ENE,LA FLORIDA (FLORIDA),1.0,1.0,1.0,
5936,1207010001,América Móvil Perú S.A.C.,JUNIN,TARMA,TARMA,TARMA,3.0,6.0,5.0,
5937,1207010004,América Móvil Perú S.A.C.,JUNIN,TARMA,TARMA,HUCCHHUACOCHA,,1.0,1.0,
5938,1207010013,América Móvil Perú S.A.C.,JUNIN,TARMA,TARMA,CURIS,1.0,1.0,1.0,
5939,1207010049,América Móvil Perú S.A.C.,JUNIN,TARMA,TARMA,VICORA TAMBO,1.0,1.0,1.0,
5940,1207020002,América Móvil Perú S.A.C.,JUNIN,TARMA,ACOBAMBA,ACRACOCHA,,1.0,1.0,
5941,1207020023,América Móvil Perú S.A.C.,JUNIN,TARMA,ACOBAMBA,MATARA,1.0,1.0,1.0,
5942,1207040001,América Móvil Perú S.A.C.,JUNIN,TARMA,HUASAHUASI,HUASAHUASI,1.0,1.0,1.0,
5943,1207040120,América Móvil Perú S.A.C.,JUNIN,TARMA,HUASAHUASI,RAYCNIYOC,1.0,1.0,1.0,
5944,1207050014,América Móvil Perú S.A.C.,JUNIN,TARMA,LA UNION,POMACOCHA,1.0,1.0,1.0,
5945,1207060031,América Móvil Perú S.A.C.,JUNIN,TARMA,PALCA,TANTARNIOC,1.0,1.0,1.0,
5946,1207070054,América Móvil Perú S.A.C.,JUNIN,TARMA,PALCAMAYO,YAUMAN PATA,1.0,1.0,1.0,
5947,1207080043,América Móvil Perú S.A.C.,JUNIN,TARMA,SAN PEDRO DE CAJAS,CAUCAU,1.0,1.0,1.0,
5948,1207090011,América Móvil Perú S.A.C.,JUNIN,TARMA,TAPO,PUEBLO NUEVO,1.0,1.0,1.0,
5949,1207090016,América Móvil Perú S.A.C.,JUNIN,TARMA,TAPO,MACO,,1.0,1.0,
5950,1208010001,América Móvil Perú S.A.C.,JUNIN,YAULI,LA OROYA,LA OROYA,1.0,2.0,2.0,
5951,1208010005,América Móvil Perú S.A.C.,JUNIN,YAULI,LA OROYA,CURIPATA,1.0,1.0,1.0,
5952,1208030001,América Móvil Perú S.A.C.,JUNIN,YAULI,HUAY-HUAY,HUAY-HUAY,1.0,,,
5953,1208040081,América Móvil Perú S.A.C.,JUNIN,YAULI,MARCAPOMACOCHA,CON CON,1.0,1.0,1.0,
5954,1208050009,América Móvil Perú S.A.C.,JUNIN,YAULI,MOROCOCHA,SIERRA NEVADA,1.0,1.0,1.0,
5955,1208060001,América Móvil Perú S.A.C.,JUNIN,YAULI,PACCHA,PACCHA,1.0,1.0,1.0,
5956,1208070001,América Móvil Perú S.A.C.,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,SANTA BARBARA DE CARHUACAYAN,1.0,,,
5957,1208080001,América Móvil Perú S.A.C.,JUNIN,YAULI,SANTA ROSA DE SACCO,SANTA ROSA DE SACCO,1.0,1.0,1.0,
5958,1208080006,América Móvil Perú S.A.C.,JUNIN,YAULI,SANTA ROSA DE SACCO,YANTA CANCHA,1.0,1.0,1.0,
5959,1208100007,América Móvil Perú S.A.C.,JUNIN,YAULI,YAULI,EL MILAGRO,1.0,1.0,1.0,
5960,1208100016,América Móvil Perú S.A.C.,JUNIN,YAULI,YAULI,CUNYAC,1.0,1.0,1.0,
5961,1208100017,América Móvil Perú S.A.C.,JUNIN,YAULI,YAULI,HUARMICOCHA,1.0,4.0,2.0,
5962,1208100040,América Móvil Perú S.A.C.,JUNIN,YAULI,YAULI,MANUEL MONTERO,1.0,1.0,1.0,
5963,1208100063,América Móvil Perú S.A.C.,JUNIN,YAULI,YAULI,SAJRAPATA,1.0,1.0,1.0,
5964,1209010001,América Móvil Perú S.A.C.,JUNIN,CHUPACA,CHUPACA,CHUPACA,2.0,2.0,2.0,
5965,1209020001,América Móvil Perú S.A.C.,JUNIN,CHUPACA,AHUAC,AHUAC,1.0,1.0,1.0,
5966,1209030001,América Móvil Perú S.A.C.,JUNIN,CHUPACA,CHONGOS BAJO,CHONGOS BAJO,1.0,1.0,1.0,
5967,1209050001,América Móvil Perú S.A.C.,JUNIN,CHUPACA,HUAMANCACA CHICO,HUAMANCACA CHICO,,1.0,1.0,
5968,1209060009,América Móvil Perú S.A.C.,JUNIN,CHUPACA,SAN JUAN DE ISCOS,CHAUPIMARCA,,1.0,1.0,
5969,1209080001,América Móvil Perú S.A.C.,JUNIN,CHUPACA,TRES DE DICIEMBRE,TRES DE DICIEMBRE,1.0,1.0,1.0,
5970,1209090001,América Móvil Perú S.A.C.,JUNIN,CHUPACA,YANACANCHA,YANACANCHA,1.0,1.0,1.0,
5971,1209090002,América Móvil Perú S.A.C.,JUNIN,CHUPACA,YANACANCHA,ACHIPAMPA,1.0,1.0,1.0,
5972,1301010001,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,TRUJILLO,TRUJILLO,64.0,70.0,92.0,
